-9.25596e+61,2.279e+08,86877.7
-9.25596e+61,2.279e+08,173755
-9.25596e+61,2.279e+08,260633
-9.25596e+61,2.279e+08,347511
-9.25596e+61,2.279e+08,434388
-9.25596e+61,2.27899e+08,521266
-9.25596e+61,2.27899e+08,608143
-9.25596e+61,2.27899e+08,695020
-9.25596e+61,2.27899e+08,781898
-9.25596e+61,2.27898e+08,868775
-9.25596e+61,2.27898e+08,955652
-9.25596e+61,2.27898e+08,1.04253e+06
-9.25596e+61,2.27897e+08,1.12941e+06
-9.25596e+61,2.27897e+08,1.21628e+06
-9.25596e+61,2.27896e+08,1.30316e+06
-9.25596e+61,2.27896e+08,1.39003e+06
-9.25596e+61,2.27895e+08,1.47691e+06
-9.25596e+61,2.27895e+08,1.56379e+06
-9.25596e+61,2.27894e+08,1.65066e+06
-9.25596e+61,2.27893e+08,1.73754e+06
-9.25596e+61,2.27893e+08,1.82441e+06
-9.25596e+61,2.27892e+08,1.91129e+06
-9.25596e+61,2.27891e+08,1.99816e+06
-9.25596e+61,2.2789e+08,2.08504e+06
-9.25596e+61,2.2789e+08,2.17191e+06
-9.25596e+61,2.27889e+08,2.25878e+06
-9.25596e+61,2.27888e+08,2.34566e+06
-9.25596e+61,2.27887e+08,2.43253e+06
-9.25596e+61,2.27886e+08,2.5194e+06
-9.25596e+61,2.27885e+08,2.60627e+06
-9.25596e+61,2.27884e+08,2.69315e+06
-9.25596e+61,2.27883e+08,2.78002e+06
-9.25596e+61,2.27882e+08,2.86689e+06
-9.25596e+61,2.27881e+08,2.95376e+06
-9.25596e+61,2.2788e+08,3.04063e+06
-9.25596e+61,2.27879e+08,3.1275e+06
-9.25596e+61,2.27877e+08,3.21437e+06
-9.25596e+61,2.27876e+08,3.30124e+06
-9.25596e+61,2.27875e+08,3.38811e+06
-9.25596e+61,2.27874e+08,3.47497e+06
-9.25596e+61,2.27872e+08,3.56184e+06
-9.25596e+61,2.27871e+08,3.64871e+06
-9.25596e+61,2.27869e+08,3.73557e+06
-9.25596e+61,2.27868e+08,3.82244e+06
-9.25596e+61,2.27866e+08,3.9093e+06
-9.25596e+61,2.27865e+08,3.99617e+06
-9.25596e+61,2.27863e+08,4.08303e+06
-9.25596e+61,2.27862e+08,4.1699e+06
-9.25596e+61,2.2786e+08,4.25676e+06
-9.25596e+61,2.27859e+08,4.34362e+06
-9.25596e+61,2.27857e+08,4.43048e+06
-9.25596e+61,2.27855e+08,4.51734e+06
-9.25596e+61,2.27853e+08,4.6042e+06
-9.25596e+61,2.27852e+08,4.69106e+06
-9.25596e+61,2.2785e+08,4.77792e+06
-9.25596e+61,2.27848e+08,4.86478e+06
-9.25596e+61,2.27846e+08,4.95164e+06
-9.25596e+61,2.27844e+08,5.0385e+06
-9.25596e+61,2.27842e+08,5.12535e+06
-9.25596e+61,2.2784e+08,5.21221e+06
-9.25596e+61,2.27838e+08,5.29906e+06
-9.25596e+61,2.27836e+08,5.38592e+06
-9.25596e+61,2.27834e+08,5.47277e+06
-9.25596e+61,2.27832e+08,5.55962e+06
-9.25596e+61,2.2783e+08,5.64647e+06
-9.25596e+61,2.27828e+08,5.73332e+06
-9.25596e+61,2.27826e+08,5.82017e+06
-9.25596e+61,2.27823e+08,5.90702e+06
-9.25596e+61,2.27821e+08,5.99387e+06
-9.25596e+61,2.27819e+08,6.08072e+06
-9.25596e+61,2.27817e+08,6.16756e+06
-9.25596e+61,2.27814e+08,6.25441e+06
-9.25596e+61,2.27812e+08,6.34125e+06
-9.25596e+61,2.27809e+08,6.4281e+06
-9.25596e+61,2.27807e+08,6.51494e+06
-9.25596e+61,2.27804e+08,6.60178e+06
-9.25596e+61,2.27802e+08,6.68862e+06
-9.25596e+61,2.27799e+08,6.77546e+06
-9.25596e+61,2.27797e+08,6.8623e+06
-9.25596e+61,2.27794e+08,6.94914e+06
-9.25596e+61,2.27791e+08,7.03598e+06
-9.25596e+61,2.27789e+08,7.12281e+06
-9.25596e+61,2.27786e+08,7.20965e+06
-9.25596e+61,2.27783e+08,7.29648e+06
-9.25596e+61,2.2778e+08,7.38331e+06
-9.25596e+61,2.27778e+08,7.47014e+06
-9.25596e+61,2.27775e+08,7.55697e+06
-9.25596e+61,2.27772e+08,7.6438e+06
-9.25596e+61,2.27769e+08,7.73063e+06
-9.25596e+61,2.27766e+08,7.81746e+06
-9.25596e+61,2.27763e+08,7.90428e+06
-9.25596e+61,2.2776e+08,7.99111e+06
-9.25596e+61,2.27757e+08,8.07793e+06
