-9.25596e+61,1.082e+08,126086
-9.25596e+61,1.082e+08,252172
-9.25596e+61,1.08199e+08,378257
-9.25596e+61,1.08199e+08,504342
-9.25596e+61,1.08198e+08,630426
-9.25596e+61,1.08197e+08,756510
-9.25596e+61,1.08196e+08,882592
-9.25596e+61,1.08195e+08,1.00867e+06
-9.25596e+61,1.08194e+08,1.13475e+06
-9.25596e+61,1.08193e+08,1.26083e+06
-9.25596e+61,1.08191e+08,1.38691e+06
-9.25596e+61,1.08189e+08,1.51298e+06
-9.25596e+61,1.08188e+08,1.63906e+06
-9.25596e+61,1.08186e+08,1.76513e+06
-9.25596e+61,1.08183e+08,1.89119e+06
-9.25596e+61,1.08181e+08,2.01726e+06
-9.25596e+61,1.08179e+08,2.14332e+06
-9.25596e+61,1.08176e+08,2.26938e+06
-9.25596e+61,1.08173e+08,2.39544e+06
-9.25596e+61,1.08171e+08,2.52149e+06
-9.25596e+61,1.08168e+08,2.64754e+06
-9.25596e+61,1.08164e+08,2.77359e+06
-9.25596e+61,1.08161e+08,2.89963e+06
-9.25596e+61,1.08158e+08,3.02567e+06
-9.25596e+61,1.08154e+08,3.1517e+06
-9.25596e+61,1.0815e+08,3.27773e+06
-9.25596e+61,1.08146e+08,3.40376e+06
-9.25596e+61,1.08142e+08,3.52978e+06
-9.25596e+61,1.08138e+08,3.6558e+06
-9.25596e+61,1.08134e+08,3.78181e+06
-9.25596e+61,1.08129e+08,3.90782e+06
-9.25596e+61,1.08125e+08,4.03382e+06
-9.25596e+61,1.0812e+08,4.15981e+06
-9.25596e+61,1.08115e+08,4.2858e+06
-9.25596e+61,1.0811e+08,4.41179e+06
-9.25596e+61,1.08105e+08,4.53776e+06
-9.25596e+61,1.08099e+08,4.66374e+06
-9.25596e+61,1.08094e+08,4.7897e+06
-9.25596e+61,1.08088e+08,4.91566e+06
-9.25596e+61,1.08082e+08,5.04161e+06
-9.25596e+61,1.08077e+08,5.16756e+06
-9.25596e+61,1.0807e+08,5.2935e+06
-9.25596e+61,1.08064e+08,5.41943e+06
-9.25596e+61,1.08058e+08,5.54535e+06
-9.25596e+61,1.08051e+08,5.67127e+06
-9.25596e+61,1.08045e+08,5.79718e+06
-9.25596e+61,1.08038e+08,5.92308e+06
-9.25596e+61,1.08031e+08,6.04897e+06
-9.25596e+61,1.08024e+08,6.17486e+06
-9.25596e+61,1.08016e+08,6.30073e+06
-9.25596e+61,1.08009e+08,6.4266e+06
-9.25596e+61,1.08001e+08,6.55246e+06
-9.25596e+61,1.07994e+08,6.67831e+06
-9.25596e+61,1.07986e+08,6.80415e+06
-9.25596e+61,1.07978e+08,6.92998e+06
-9.25596e+61,1.0797e+08,7.0558e+06
-9.25596e+61,1.07961e+08,7.18162e+06
-9.25596e+61,1.07953e+08,7.30742e+06
-9.25596e+61,1.07944e+08,7.43321e+06
-9.25596e+61,1.07936e+08,7.559e+06
-9.25596e+61,1.07927e+08,7.68477e+06
-9.25596e+61,1.07918e+08,7.81053e+06
-9.25596e+61,1.07909e+08,7.93628e+06
-9.25596e+61,1.07899e+08,8.06202e+06
-9.25596e+61,1.0789e+08,8.18775e+06
-9.25596e+61,1.0788e+08,8.31347e+06
-9.25596e+61,1.0787e+08,8.43918e+06
-9.25596e+61,1.0786e+08,8.56488e+06
-9.25596e+61,1.0785e+08,8.69056e+06
-9.25596e+61,1.0784e+08,8.81623e+06
-9.25596e+61,1.0783e+08,8.9419e+06
-9.25596e+61,1.07819e+08,9.06754e+06
-9.25596e+61,1.07809e+08,9.19318e+06
-9.25596e+61,1.07798e+08,9.3188e+06
